group_id,participant_id,response_value,stimuli_presented,stimulus_files_presented,block,item_base,item_type,condition,nonphon_err_type,phon_err_details,answer,second_attempt_used,trial_num_sequential
Group_1,f0e937c9ab0bcf1fc24a4d9666e415466d6c3456a92f16deffdebe0c9915ffb3,No,vision,NA,Questionnaire,NA,other_non_trivia,NA,NA,NA,NA,No,9
Group_1,f0e937c9ab0bcf1fc24a4d9666e415466d6c3456a92f16deffdebe0c9915ffb3,No,langDis,NA,Questionnaire,NA,other_non_trivia,NA,NA,NA,NA,No,10
Group_1,f0e937c9ab0bcf1fc24a4d9666e415466d6c3456a92f16deffdebe0c9915ffb3,No,learnDis,NA,Questionnaire,NA,other_non_trivia,NA,NA,NA,NA,No,11
Group_1,f0e937c9ab0bcf1fc24a4d9666e415466d6c3456a92f16deffdebe0c9915ffb3,No,attention,NA,Questionnaire,NA,other_non_trivia,NA,NA,NA,NA,No,12
Group_1,f0e937c9ab0bcf1fc24a4d9666e415466d6c3456a92f16deffdebe0c9915ffb3,No,headInjury,NA,Questionnaire,NA,other_non_trivia,NA,NA,NA,NA,No,13
Group_1,f0e937c9ab0bcf1fc24a4d9666e415466d6c3456a92f16deffdebe0c9915ffb3,No,neuroImpair,NA,Questionnaire,NA,other_non_trivia,NA,NA,NA,NA,No,14
Group_1,f0e937c9ab0bcf1fc24a4d9666e415466d6c3456a92f16deffdebe0c9915ffb3,No,household_accent,NA,Questionnaire,NA,other_non_trivia,NA,NA,NA,NA,No,15
Group_1,f0e937c9ab0bcf1fc24a4d9666e415466d6c3456a92f16deffdebe0c9915ffb3,No,current_accent,NA,Questionnaire,NA,other_non_trivia,NA,NA,NA,NA,No,16
Group_1,f0e937c9ab0bcf1fc24a4d9666e415466d6c3456a92f16deffdebe0c9915ffb3,Sometimes,exposure_spanish,NA,Questionnaire,NA,other_non_trivia,NA,NA,NA,NA,No,17
Group_1,f0e937c9ab0bcf1fc24a4d9666e415466d6c3456a92f16deffdebe0c9915ffb3,Sometimes,exposure_spanish_accent,NA,Questionnaire,NA,other_non_trivia,NA,NA,NA,NA,No,18
Group_1,f0e937c9ab0bcf1fc24a4d9666e415466d6c3456a92f16deffdebe0c9915ffb3,34,age,NA,Questionnaire,NA,other_non_trivia,NA,NA,NA,NA,No,19
Group_1,f0e937c9ab0bcf1fc24a4d9666e415466d6c3456a92f16deffdebe0c9915ffb3,New York,origin_state,NA,Questionnaire,NA,other_non_trivia,NA,NA,NA,NA,No,20
Group_1,f0e937c9ab0bcf1fc24a4d9666e415466d6c3456a92f16deffdebe0c9915ffb3,20146,origin_zipcode,NA,Questionnaire,NA,other_non_trivia,NA,NA,NA,NA,No,21
Group_1,f0e937c9ab0bcf1fc24a4d9666e415466d6c3456a92f16deffdebe0c9915ffb3,New York,current_state,NA,Questionnaire,NA,other_non_trivia,NA,NA,NA,NA,No,22
Group_1,f0e937c9ab0bcf1fc24a4d9666e415466d6c3456a92f16deffdebe0c9915ffb3,20146,current_zipcode,NA,Questionnaire,NA,other_non_trivia,NA,NA,NA,NA,No,23
Group_1,f0e937c9ab0bcf1fc24a4d9666e415466d6c3456a92f16deffdebe0c9915ffb3,N/A,same_state_5_year_no,NA,Questionnaire,NA,other_non_trivia,NA,NA,NA,NA,No,24
Group_1,f0e937c9ab0bcf1fc24a4d9666e415466d6c3456a92f16deffdebe0c9915ffb3,N/A,diseaseDetail,NA,Questionnaire,NA,other_non_trivia,NA,NA,NA,NA,No,25
Group_1,f0e937c9ab0bcf1fc24a4d9666e415466d6c3456a92f16deffdebe0c9915ffb3,American,most_frequent_accent,NA,Questionnaire,NA,other_non_trivia,NA,NA,NA,NA,No,26
Group_1,f0e937c9ab0bcf1fc24a4d9666e415466d6c3456a92f16deffdebe0c9915ffb3,N/A,additional_language_experience,NA,Questionnaire,NA,other_non_trivia,NA,NA,NA,NA,No,27
