group_id,participant_id,response_value,stimuli_presented,stimulus_files_presented,block,item_base,item_type,condition,nonphon_err_type,phon_err_details,answer,second_attempt_used,trial_num_sequential,participant_num
Group_4,36479fac13494ff570c1bf8b573b0ce0a2c96b63991ab7ff2293d4200995a5ee,NA,diseaseDetail,NA,Questionnaire,NA,other_non_err_detection,NA,NA,NA,NA,No,32,11
Group_4,36479fac13494ff570c1bf8b573b0ce0a2c96b63991ab7ff2293d4200995a5ee,Nothing,suggestions_improvement,NA,Questionnaire,NA,other_non_err_detection,NA,NA,NA,NA,No,33,11
Group_4,36479fac13494ff570c1bf8b573b0ce0a2c96b63991ab7ff2293d4200995a5ee,No,technical_issues,NA,Questionnaire,NA,other_non_err_detection,NA,NA,NA,NA,No,34,11
Group_1,377ab5db2d6d747ea8f4a967e46d437e0c972e65b402d60226afce6f8c37105a,5,instruction_clarity,NA,Questionnaire,NA,other_non_err_detection,NA,NA,NA,NA,No,1,12
Group_1,377ab5db2d6d747ea8f4a967e46d437e0c972e65b402d60226afce6f8c37105a,4,error_detection_difficulty,NA,Questionnaire,NA,other_non_err_detection,NA,NA,NA,NA,No,2,12
Group_1,377ab5db2d6d747ea8f4a967e46d437e0c972e65b402d60226afce6f8c37105a,4,trivia_accent_strength,NA,Questionnaire,NA,other_non_err_detection,NA,NA,NA,NA,No,3,12
Group_1,377ab5db2d6d747ea8f4a967e46d437e0c972e65b402d60226afce6f8c37105a,5,transcription_accent_strength,NA,Questionnaire,NA,other_non_err_detection,NA,NA,NA,NA,No,4,12
Group_1,377ab5db2d6d747ea8f4a967e46d437e0c972e65b402d60226afce6f8c37105a,Yes,speaker_identity_check,NA,Questionnaire,NA,other_non_err_detection,NA,NA,NA,NA,No,5,12
Group_1,377ab5db2d6d747ea8f4a967e46d437e0c972e65b402d60226afce6f8c37105a,['English'],native_language,NA,Questionnaire,NA,other_non_err_detection,NA,NA,NA,NA,No,6,12
Group_1,377ab5db2d6d747ea8f4a967e46d437e0c972e65b402d60226afce6f8c37105a,No,household_accent,NA,Questionnaire,NA,other_non_err_detection,NA,NA,NA,NA,No,7,12
Group_1,377ab5db2d6d747ea8f4a967e46d437e0c972e65b402d60226afce6f8c37105a,No,current_accent,NA,Questionnaire,NA,other_non_err_detection,NA,NA,NA,NA,No,8,12
Group_1,377ab5db2d6d747ea8f4a967e46d437e0c972e65b402d60226afce6f8c37105a,3,exposure_spanish_accent,NA,Questionnaire,NA,other_non_err_detection,NA,NA,NA,NA,No,9,12
Group_1,377ab5db2d6d747ea8f4a967e46d437e0c972e65b402d60226afce6f8c37105a,3,exposure_spanish,NA,Questionnaire,NA,other_non_err_detection,NA,NA,NA,NA,No,10,12
Group_1,377ab5db2d6d747ea8f4a967e46d437e0c972e65b402d60226afce6f8c37105a,Yes,same_state_5_year,NA,Questionnaire,NA,other_non_err_detection,NA,NA,NA,NA,No,11,12
Group_1,377ab5db2d6d747ea8f4a967e46d437e0c972e65b402d60226afce6f8c37105a,This doesn't apply to me becuase I answered 'No' previously,same_state_5_year_yes,NA,Questionnaire,NA,other_non_err_detection,NA,NA,NA,NA,No,12,12
Group_1,377ab5db2d6d747ea8f4a967e46d437e0c972e65b402d60226afce6f8c37105a,NA,questionnaire_part3_begin,NA,Questionnaire,NA,other_non_err_detection,NA,NA,NA,NA,No,13,12
Group_1,377ab5db2d6d747ea8f4a967e46d437e0c972e65b402d60226afce6f8c37105a,Female,gender,NA,Questionnaire,NA,other_non_err_detection,NA,NA,NA,NA,No,14,12
Group_1,377ab5db2d6d747ea8f4a967e46d437e0c972e65b402d60226afce6f8c37105a,['White'],race/ethnicity,NA,Questionnaire,NA,other_non_err_detection,NA,NA,NA,NA,No,15,12
Group_1,377ab5db2d6d747ea8f4a967e46d437e0c972e65b402d60226afce6f8c37105a,Some college,highest_level_edu,NA,Questionnaire,NA,other_non_err_detection,NA,NA,NA,NA,No,16,12
Group_1,377ab5db2d6d747ea8f4a967e46d437e0c972e65b402d60226afce6f8c37105a,No,learnDis,NA,Questionnaire,NA,other_non_err_detection,NA,NA,NA,NA,No,17,12
Group_1,377ab5db2d6d747ea8f4a967e46d437e0c972e65b402d60226afce6f8c37105a,Yes,attention,NA,Questionnaire,NA,other_non_err_detection,NA,NA,NA,NA,No,18,12
Group_1,377ab5db2d6d747ea8f4a967e46d437e0c972e65b402d60226afce6f8c37105a,No,headInjury,NA,Questionnaire,NA,other_non_err_detection,NA,NA,NA,NA,No,19,12
Group_1,377ab5db2d6d747ea8f4a967e46d437e0c972e65b402d60226afce6f8c37105a,No,neuroImpair,NA,Questionnaire,NA,other_non_err_detection,NA,NA,NA,NA,No,20,12
Group_1,377ab5db2d6d747ea8f4a967e46d437e0c972e65b402d60226afce6f8c37105a,Unsure,trivia_accent_identification,NA,Questionnaire,NA,other_non_err_detection,NA,NA,NA,NA,No,21,12
Group_1,377ab5db2d6d747ea8f4a967e46d437e0c972e65b402d60226afce6f8c37105a,Unsure,transcription_accent_identification,NA,Questionnaire,NA,other_non_err_detection,NA,NA,NA,NA,No,22,12
Group_1,377ab5db2d6d747ea8f4a967e46d437e0c972e65b402d60226afce6f8c37105a,"I was so frustrated with the transcription task because some of it sounded like a different language. The were multiple sentences that I could not understand any part of, even with my volume all the way up on my headphones.",task_experience,NA,Questionnaire,NA,other_non_err_detection,NA,NA,NA,NA,No,23,12
Group_1,377ab5db2d6d747ea8f4a967e46d437e0c972e65b402d60226afce6f8c37105a,"Everyone I know personally has a southern American accent. I live near the Mexico border, though, so I hear Spanish accents quite often from strangers within my community.",most_frequent_accent,NA,Questionnaire,NA,other_non_err_detection,NA,NA,NA,NA,No,24,12
Group_1,377ab5db2d6d747ea8f4a967e46d437e0c972e65b402d60226afce6f8c37105a,I live near the Mexico border and hear Spanish and Spanish accents frequently.,additional_language_experience,NA,Questionnaire,NA,other_non_err_detection,NA,NA,NA,NA,No,25,12
Group_1,377ab5db2d6d747ea8f4a967e46d437e0c972e65b402d60226afce6f8c37105a,Texas,origin_state,NA,Questionnaire,NA,other_non_err_detection,NA,NA,NA,NA,No,26,12
Group_1,377ab5db2d6d747ea8f4a967e46d437e0c972e65b402d60226afce6f8c37105a,"Houston, TX",origin_zipcode,NA,Questionnaire,NA,other_non_err_detection,NA,NA,NA,NA,No,27,12
Group_1,377ab5db2d6d747ea8f4a967e46d437e0c972e65b402d60226afce6f8c37105a,Texas,current_state,NA,Questionnaire,NA,other_non_err_detection,NA,NA,NA,NA,No,28,12
Group_1,377ab5db2d6d747ea8f4a967e46d437e0c972e65b402d60226afce6f8c37105a,77339,current_zipcode,NA,Questionnaire,NA,other_non_err_detection,NA,NA,NA,NA,No,29,12
Group_1,377ab5db2d6d747ea8f4a967e46d437e0c972e65b402d60226afce6f8c37105a,NA,same_state_5_year_no,NA,Questionnaire,NA,other_non_err_detection,NA,NA,NA,NA,No,30,12
Group_1,377ab5db2d6d747ea8f4a967e46d437e0c972e65b402d60226afce6f8c37105a,38,age,NA,Questionnaire,NA,other_non_err_detection,NA,NA,NA,NA,No,31,12
Group_1,377ab5db2d6d747ea8f4a967e46d437e0c972e65b402d60226afce6f8c37105a,I was diagnosed with ADHD as a child.,diseaseDetail,NA,Questionnaire,NA,other_non_err_detection,NA,NA,NA,NA,No,32,12
Group_1,377ab5db2d6d747ea8f4a967e46d437e0c972e65b402d60226afce6f8c37105a,I would have loved a second replay button on the transcription task.,suggestions_improvement,NA,Questionnaire,NA,other_non_err_detection,NA,NA,NA,NA,No,33,12
Group_1,377ab5db2d6d747ea8f4a967e46d437e0c972e65b402d60226afce6f8c37105a,NA,technical_issues,NA,Questionnaire,NA,other_non_err_detection,NA,NA,NA,NA,No,34,12
Group_4,3a39d3c30173b8543c7d46d8a584c6571b9041cd6f4f36f5f1df2fb661ef135c,4,instruction_clarity,NA,Questionnaire,NA,other_non_err_detection,NA,NA,NA,NA,No,1,13
Group_4,3a39d3c30173b8543c7d46d8a584c6571b9041cd6f4f36f5f1df2fb661ef135c,3,error_detection_difficulty,NA,Questionnaire,NA,other_non_err_detection,NA,NA,NA,NA,No,2,13
Group_4,3a39d3c30173b8543c7d46d8a584c6571b9041cd6f4f36f5f1df2fb661ef135c,3,trivia_accent_strength,NA,Questionnaire,NA,other_non_err_detection,NA,NA,NA,NA,No,3,13
Group_4,3a39d3c30173b8543c7d46d8a584c6571b9041cd6f4f36f5f1df2fb661ef135c,2,transcription_accent_strength,NA,Questionnaire,NA,other_non_err_detection,NA,NA,NA,NA,No,4,13
Group_4,3a39d3c30173b8543c7d46d8a584c6571b9041cd6f4f36f5f1df2fb661ef135c,No,speaker_identity_check,NA,Questionnaire,NA,other_non_err_detection,NA,NA,NA,NA,No,5,13
Group_4,3a39d3c30173b8543c7d46d8a584c6571b9041cd6f4f36f5f1df2fb661ef135c,['English'],native_language,NA,Questionnaire,NA,other_non_err_detection,NA,NA,NA,NA,No,6,13
Group_4,3a39d3c30173b8543c7d46d8a584c6571b9041cd6f4f36f5f1df2fb661ef135c,No,household_accent,NA,Questionnaire,NA,other_non_err_detection,NA,NA,NA,NA,No,7,13
Group_4,3a39d3c30173b8543c7d46d8a584c6571b9041cd6f4f36f5f1df2fb661ef135c,No,current_accent,NA,Questionnaire,NA,other_non_err_detection,NA,NA,NA,NA,No,8,13
Group_4,3a39d3c30173b8543c7d46d8a584c6571b9041cd6f4f36f5f1df2fb661ef135c,2,exposure_spanish_accent,NA,Questionnaire,NA,other_non_err_detection,NA,NA,NA,NA,No,9,13
Group_4,3a39d3c30173b8543c7d46d8a584c6571b9041cd6f4f36f5f1df2fb661ef135c,2,exposure_spanish,NA,Questionnaire,NA,other_non_err_detection,NA,NA,NA,NA,No,10,13
Group_4,3a39d3c30173b8543c7d46d8a584c6571b9041cd6f4f36f5f1df2fb661ef135c,No,same_state_5_year,NA,Questionnaire,NA,other_non_err_detection,NA,NA,NA,NA,No,11,13
Group_4,3a39d3c30173b8543c7d46d8a584c6571b9041cd6f4f36f5f1df2fb661ef135c,This doesn't apply to me becuase I answered 'No' previously,same_state_5_year_yes,NA,Questionnaire,NA,other_non_err_detection,NA,NA,NA,NA,No,12,13
Group_4,3a39d3c30173b8543c7d46d8a584c6571b9041cd6f4f36f5f1df2fb661ef135c,NA,questionnaire_part3_begin,NA,Questionnaire,NA,other_non_err_detection,NA,NA,NA,NA,No,13,13
Group_4,3a39d3c30173b8543c7d46d8a584c6571b9041cd6f4f36f5f1df2fb661ef135c,Male,gender,NA,Questionnaire,NA,other_non_err_detection,NA,NA,NA,NA,No,14,13
Group_4,3a39d3c30173b8543c7d46d8a584c6571b9041cd6f4f36f5f1df2fb661ef135c,['Black or African American'],race/ethnicity,NA,Questionnaire,NA,other_non_err_detection,NA,NA,NA,NA,No,15,13
Group_4,3a39d3c30173b8543c7d46d8a584c6571b9041cd6f4f36f5f1df2fb661ef135c,Some college,highest_level_edu,NA,Questionnaire,NA,other_non_err_detection,NA,NA,NA,NA,No,16,13
Group_4,3a39d3c30173b8543c7d46d8a584c6571b9041cd6f4f36f5f1df2fb661ef135c,No,learnDis,NA,Questionnaire,NA,other_non_err_detection,NA,NA,NA,NA,No,17,13
Group_4,3a39d3c30173b8543c7d46d8a584c6571b9041cd6f4f36f5f1df2fb661ef135c,No,attention,NA,Questionnaire,NA,other_non_err_detection,NA,NA,NA,NA,No,18,13
Group_4,3a39d3c30173b8543c7d46d8a584c6571b9041cd6f4f36f5f1df2fb661ef135c,No,headInjury,NA,Questionnaire,NA,other_non_err_detection,NA,NA,NA,NA,No,19,13
Group_4,3a39d3c30173b8543c7d46d8a584c6571b9041cd6f4f36f5f1df2fb661ef135c,No,neuroImpair,NA,Questionnaire,NA,other_non_err_detection,NA,NA,NA,NA,No,20,13
Group_4,3a39d3c30173b8543c7d46d8a584c6571b9041cd6f4f36f5f1df2fb661ef135c,Unsure or Asian.,trivia_accent_identification,NA,Questionnaire,NA,other_non_err_detection,NA,NA,NA,NA,No,21,13
Group_4,3a39d3c30173b8543c7d46d8a584c6571b9041cd6f4f36f5f1df2fb661ef135c,Unsure,transcription_accent_identification,NA,Questionnaire,NA,other_non_err_detection,NA,NA,NA,NA,No,22,13
Group_4,3a39d3c30173b8543c7d46d8a584c6571b9041cd6f4f36f5f1df2fb661ef135c,No.,task_experience,NA,Questionnaire,NA,other_non_err_detection,NA,NA,NA,NA,No,23,13
Group_4,3a39d3c30173b8543c7d46d8a584c6571b9041cd6f4f36f5f1df2fb661ef135c,American,most_frequent_accent,NA,Questionnaire,NA,other_non_err_detection,NA,NA,NA,NA,No,24,13
Group_4,3a39d3c30173b8543c7d46d8a584c6571b9041cd6f4f36f5f1df2fb661ef135c,N/A,additional_language_experience,NA,Questionnaire,NA,other_non_err_detection,NA,NA,NA,NA,No,25,13
Group_4,3a39d3c30173b8543c7d46d8a584c6571b9041cd6f4f36f5f1df2fb661ef135c,Texas,origin_state,NA,Questionnaire,NA,other_non_err_detection,NA,NA,NA,NA,No,26,13
Group_4,3a39d3c30173b8543c7d46d8a584c6571b9041cd6f4f36f5f1df2fb661ef135c,77385,origin_zipcode,NA,Questionnaire,NA,other_non_err_detection,NA,NA,NA,NA,No,27,13
Group_4,3a39d3c30173b8543c7d46d8a584c6571b9041cd6f4f36f5f1df2fb661ef135c,California,current_state,NA,Questionnaire,NA,other_non_err_detection,NA,NA,NA,NA,No,28,13
Group_4,3a39d3c30173b8543c7d46d8a584c6571b9041cd6f4f36f5f1df2fb661ef135c,91911,current_zipcode,NA,Questionnaire,NA,other_non_err_detection,NA,NA,NA,NA,No,29,13
Group_4,3a39d3c30173b8543c7d46d8a584c6571b9041cd6f4f36f5f1df2fb661ef135c,"Texas, California, Nevada",same_state_5_year_no,NA,Questionnaire,NA,other_non_err_detection,NA,NA,NA,NA,No,30,13
Group_4,3a39d3c30173b8543c7d46d8a584c6571b9041cd6f4f36f5f1df2fb661ef135c,37,age,NA,Questionnaire,NA,other_non_err_detection,NA,NA,NA,NA,No,31,13
Group_4,3a39d3c30173b8543c7d46d8a584c6571b9041cd6f4f36f5f1df2fb661ef135c,No I didn't do that. But the question after the one where I entered my zip code..I accidentally hit something random and it went forward.,diseaseDetail,NA,Questionnaire,NA,other_non_err_detection,NA,NA,NA,NA,No,32,13
Group_4,3a39d3c30173b8543c7d46d8a584c6571b9041cd6f4f36f5f1df2fb661ef135c,"N/A,",suggestions_improvement,NA,Questionnaire,NA,other_non_err_detection,NA,NA,NA,NA,No,33,13
Group_4,3a39d3c30173b8543c7d46d8a584c6571b9041cd6f4f36f5f1df2fb661ef135c,N/A.,technical_issues,NA,Questionnaire,NA,other_non_err_detection,NA,NA,NA,NA,No,34,13
Group_1,3ecef783f6efc2180ba7cf96119ad54902bc45452b2538cc6fffe19dbf66bf3e,5,instruction_clarity,NA,Questionnaire,NA,other_non_err_detection,NA,NA,NA,NA,No,1,14
Group_1,3ecef783f6efc2180ba7cf96119ad54902bc45452b2538cc6fffe19dbf66bf3e,3,error_detection_difficulty,NA,Questionnaire,NA,other_non_err_detection,NA,NA,NA,NA,No,2,14
Group_1,3ecef783f6efc2180ba7cf96119ad54902bc45452b2538cc6fffe19dbf66bf3e,3,trivia_accent_strength,NA,Questionnaire,NA,other_non_err_detection,NA,NA,NA,NA,No,3,14
Group_1,3ecef783f6efc2180ba7cf96119ad54902bc45452b2538cc6fffe19dbf66bf3e,3,transcription_accent_strength,NA,Questionnaire,NA,other_non_err_detection,NA,NA,NA,NA,No,4,14
Group_1,3ecef783f6efc2180ba7cf96119ad54902bc45452b2538cc6fffe19dbf66bf3e,No,speaker_identity_check,NA,Questionnaire,NA,other_non_err_detection,NA,NA,NA,NA,No,5,14
Group_1,3ecef783f6efc2180ba7cf96119ad54902bc45452b2538cc6fffe19dbf66bf3e,['English'],native_language,NA,Questionnaire,NA,other_non_err_detection,NA,NA,NA,NA,No,6,14
Group_1,3ecef783f6efc2180ba7cf96119ad54902bc45452b2538cc6fffe19dbf66bf3e,No,household_accent,NA,Questionnaire,NA,other_non_err_detection,NA,NA,NA,NA,No,7,14
Group_1,3ecef783f6efc2180ba7cf96119ad54902bc45452b2538cc6fffe19dbf66bf3e,No,current_accent,NA,Questionnaire,NA,other_non_err_detection,NA,NA,NA,NA,No,8,14
Group_1,3ecef783f6efc2180ba7cf96119ad54902bc45452b2538cc6fffe19dbf66bf3e,2,exposure_spanish_accent,NA,Questionnaire,NA,other_non_err_detection,NA,NA,NA,NA,No,9,14
Group_1,3ecef783f6efc2180ba7cf96119ad54902bc45452b2538cc6fffe19dbf66bf3e,2,exposure_spanish,NA,Questionnaire,NA,other_non_err_detection,NA,NA,NA,NA,No,10,14
Group_1,3ecef783f6efc2180ba7cf96119ad54902bc45452b2538cc6fffe19dbf66bf3e,Yes,same_state_5_year,NA,Questionnaire,NA,other_non_err_detection,NA,NA,NA,NA,No,11,14
Group_1,3ecef783f6efc2180ba7cf96119ad54902bc45452b2538cc6fffe19dbf66bf3e,Yes,same_state_5_year_yes,NA,Questionnaire,NA,other_non_err_detection,NA,NA,NA,NA,No,12,14
Group_1,3ecef783f6efc2180ba7cf96119ad54902bc45452b2538cc6fffe19dbf66bf3e,NA,questionnaire_part3_begin,NA,Questionnaire,NA,other_non_err_detection,NA,NA,NA,NA,No,13,14
Group_1,3ecef783f6efc2180ba7cf96119ad54902bc45452b2538cc6fffe19dbf66bf3e,Male,gender,NA,Questionnaire,NA,other_non_err_detection,NA,NA,NA,NA,No,14,14
Group_1,3ecef783f6efc2180ba7cf96119ad54902bc45452b2538cc6fffe19dbf66bf3e,"['American Indian or Alaska Native', 'White']",race/ethnicity,NA,Questionnaire,NA,other_non_err_detection,NA,NA,NA,NA,No,15,14
Group_1,3ecef783f6efc2180ba7cf96119ad54902bc45452b2538cc6fffe19dbf66bf3e,2- or 4-year college degree,highest_level_edu,NA,Questionnaire,NA,other_non_err_detection,NA,NA,NA,NA,No,16,14
Group_1,3ecef783f6efc2180ba7cf96119ad54902bc45452b2538cc6fffe19dbf66bf3e,No,learnDis,NA,Questionnaire,NA,other_non_err_detection,NA,NA,NA,NA,No,17,14
Group_1,3ecef783f6efc2180ba7cf96119ad54902bc45452b2538cc6fffe19dbf66bf3e,No,attention,NA,Questionnaire,NA,other_non_err_detection,NA,NA,NA,NA,No,18,14
Group_1,3ecef783f6efc2180ba7cf96119ad54902bc45452b2538cc6fffe19dbf66bf3e,No,headInjury,NA,Questionnaire,NA,other_non_err_detection,NA,NA,NA,NA,No,19,14
Group_1,3ecef783f6efc2180ba7cf96119ad54902bc45452b2538cc6fffe19dbf66bf3e,No,neuroImpair,NA,Questionnaire,NA,other_non_err_detection,NA,NA,NA,NA,No,20,14
Group_1,3ecef783f6efc2180ba7cf96119ad54902bc45452b2538cc6fffe19dbf66bf3e,Indian,trivia_accent_identification,NA,Questionnaire,NA,other_non_err_detection,NA,NA,NA,NA,No,21,14
Group_1,3ecef783f6efc2180ba7cf96119ad54902bc45452b2538cc6fffe19dbf66bf3e,Accent from speaking spanish,transcription_accent_identification,NA,Questionnaire,NA,other_non_err_detection,NA,NA,NA,NA,No,22,14
Group_1,3ecef783f6efc2180ba7cf96119ad54902bc45452b2538cc6fffe19dbf66bf3e,No,task_experience,NA,Questionnaire,NA,other_non_err_detection,NA,NA,NA,NA,No,23,14
Group_1,3ecef783f6efc2180ba7cf96119ad54902bc45452b2538cc6fffe19dbf66bf3e,"All my closest associates, friends, and parents speak with an American accent.",most_frequent_accent,NA,Questionnaire,NA,other_non_err_detection,NA,NA,NA,NA,No,24,14
Group_1,3ecef783f6efc2180ba7cf96119ad54902bc45452b2538cc6fffe19dbf66bf3e,I took two years of Spanish in High School. I often listen to Spanish music.,additional_language_experience,NA,Questionnaire,NA,other_non_err_detection,NA,NA,NA,NA,No,25,14
Group_1,3ecef783f6efc2180ba7cf96119ad54902bc45452b2538cc6fffe19dbf66bf3e,Washington,origin_state,NA,Questionnaire,NA,other_non_err_detection,NA,NA,NA,NA,No,26,14
Group_1,3ecef783f6efc2180ba7cf96119ad54902bc45452b2538cc6fffe19dbf66bf3e,99218,origin_zipcode,NA,Questionnaire,NA,other_non_err_detection,NA,NA,NA,NA,No,27,14
Group_1,3ecef783f6efc2180ba7cf96119ad54902bc45452b2538cc6fffe19dbf66bf3e,Washington,current_state,NA,Questionnaire,NA,other_non_err_detection,NA,NA,NA,NA,No,28,14
Group_1,3ecef783f6efc2180ba7cf96119ad54902bc45452b2538cc6fffe19dbf66bf3e,99180,current_zipcode,NA,Questionnaire,NA,other_non_err_detection,NA,NA,NA,NA,No,29,14
Group_1,3ecef783f6efc2180ba7cf96119ad54902bc45452b2538cc6fffe19dbf66bf3e,NA,same_state_5_year_no,NA,Questionnaire,NA,other_non_err_detection,NA,NA,NA,NA,No,30,14
Group_1,3ecef783f6efc2180ba7cf96119ad54902bc45452b2538cc6fffe19dbf66bf3e,33,age,NA,Questionnaire,NA,other_non_err_detection,NA,NA,NA,NA,No,31,14
Group_1,3ecef783f6efc2180ba7cf96119ad54902bc45452b2538cc6fffe19dbf66bf3e,NA,diseaseDetail,NA,Questionnaire,NA,other_non_err_detection,NA,NA,NA,NA,No,32,14
Group_1,3ecef783f6efc2180ba7cf96119ad54902bc45452b2538cc6fffe19dbf66bf3e,Give a slightly longer estimate for intended completion time.,suggestions_improvement,NA,Questionnaire,NA,other_non_err_detection,NA,NA,NA,NA,No,33,14
Group_1,3ecef783f6efc2180ba7cf96119ad54902bc45452b2538cc6fffe19dbf66bf3e,No,technical_issues,NA,Questionnaire,NA,other_non_err_detection,NA,NA,NA,NA,No,34,14
Group_4,425668930f62daf7e24db6e26b958d18f750bcbf97d551ec702fb1f617badf38,4,instruction_clarity,NA,Questionnaire,NA,other_non_err_detection,NA,NA,NA,NA,No,1,15
Group_4,425668930f62daf7e24db6e26b958d18f750bcbf97d551ec702fb1f617badf38,4,error_detection_difficulty,NA,Questionnaire,NA,other_non_err_detection,NA,NA,NA,NA,No,2,15
Group_4,425668930f62daf7e24db6e26b958d18f750bcbf97d551ec702fb1f617badf38,2,trivia_accent_strength,NA,Questionnaire,NA,other_non_err_detection,NA,NA,NA,NA,No,3,15
Group_4,425668930f62daf7e24db6e26b958d18f750bcbf97d551ec702fb1f617badf38,3,transcription_accent_strength,NA,Questionnaire,NA,other_non_err_detection,NA,NA,NA,NA,No,4,15
Group_4,425668930f62daf7e24db6e26b958d18f750bcbf97d551ec702fb1f617badf38,No,speaker_identity_check,NA,Questionnaire,NA,other_non_err_detection,NA,NA,NA,NA,No,5,15
Group_4,425668930f62daf7e24db6e26b958d18f750bcbf97d551ec702fb1f617badf38,['English'],native_language,NA,Questionnaire,NA,other_non_err_detection,NA,NA,NA,NA,No,6,15
Group_4,425668930f62daf7e24db6e26b958d18f750bcbf97d551ec702fb1f617badf38,No,household_accent,NA,Questionnaire,NA,other_non_err_detection,NA,NA,NA,NA,No,7,15
Group_4,425668930f62daf7e24db6e26b958d18f750bcbf97d551ec702fb1f617badf38,No,current_accent,NA,Questionnaire,NA,other_non_err_detection,NA,NA,NA,NA,No,8,15
Group_4,425668930f62daf7e24db6e26b958d18f750bcbf97d551ec702fb1f617badf38,3,exposure_spanish_accent,NA,Questionnaire,NA,other_non_err_detection,NA,NA,NA,NA,No,9,15
Group_4,425668930f62daf7e24db6e26b958d18f750bcbf97d551ec702fb1f617badf38,4,exposure_spanish,NA,Questionnaire,NA,other_non_err_detection,NA,NA,NA,NA,No,10,15
Group_4,425668930f62daf7e24db6e26b958d18f750bcbf97d551ec702fb1f617badf38,Yes,same_state_5_year,NA,Questionnaire,NA,other_non_err_detection,NA,NA,NA,NA,No,11,15
Group_4,425668930f62daf7e24db6e26b958d18f750bcbf97d551ec702fb1f617badf38,This doesn't apply to me becuase I answered 'No' previously,same_state_5_year_yes,NA,Questionnaire,NA,other_non_err_detection,NA,NA,NA,NA,No,12,15
Group_4,425668930f62daf7e24db6e26b958d18f750bcbf97d551ec702fb1f617badf38,NA,questionnaire_part3_begin,NA,Questionnaire,NA,other_non_err_detection,NA,NA,NA,NA,No,13,15
Group_4,425668930f62daf7e24db6e26b958d18f750bcbf97d551ec702fb1f617badf38,Female,gender,NA,Questionnaire,NA,other_non_err_detection,NA,NA,NA,NA,No,14,15
Group_4,425668930f62daf7e24db6e26b958d18f750bcbf97d551ec702fb1f617badf38,"['Black or African American', 'White']",race/ethnicity,NA,Questionnaire,NA,other_non_err_detection,NA,NA,NA,NA,No,15,15
Group_4,425668930f62daf7e24db6e26b958d18f750bcbf97d551ec702fb1f617badf38,Some college,highest_level_edu,NA,Questionnaire,NA,other_non_err_detection,NA,NA,NA,NA,No,16,15
Group_4,425668930f62daf7e24db6e26b958d18f750bcbf97d551ec702fb1f617badf38,No,learnDis,NA,Questionnaire,NA,other_non_err_detection,NA,NA,NA,NA,No,17,15
Group_4,425668930f62daf7e24db6e26b958d18f750bcbf97d551ec702fb1f617badf38,No,attention,NA,Questionnaire,NA,other_non_err_detection,NA,NA,NA,NA,No,18,15
Group_4,425668930f62daf7e24db6e26b958d18f750bcbf97d551ec702fb1f617badf38,No,headInjury,NA,Questionnaire,NA,other_non_err_detection,NA,NA,NA,NA,No,19,15
Group_4,425668930f62daf7e24db6e26b958d18f750bcbf97d551ec702fb1f617badf38,No,neuroImpair,NA,Questionnaire,NA,other_non_err_detection,NA,NA,NA,NA,No,20,15
Group_4,425668930f62daf7e24db6e26b958d18f750bcbf97d551ec702fb1f617badf38,Latin/Hispanic,trivia_accent_identification,NA,Questionnaire,NA,other_non_err_detection,NA,NA,NA,NA,No,21,15
Group_4,425668930f62daf7e24db6e26b958d18f750bcbf97d551ec702fb1f617badf38,Chinese/Asian/PI,transcription_accent_identification,NA,Questionnaire,NA,other_non_err_detection,NA,NA,NA,NA,No,22,15
Group_4,425668930f62daf7e24db6e26b958d18f750bcbf97d551ec702fb1f617badf38,just a little tricky sometimes,task_experience,NA,Questionnaire,NA,other_non_err_detection,NA,NA,NA,NA,No,23,15
Group_4,425668930f62daf7e24db6e26b958d18f750bcbf97d551ec702fb1f617badf38,"my mom, my bff - American
partner - American
colleagues - Asian and Latin",most_frequent_accent,NA,Questionnaire,NA,other_non_err_detection,NA,NA,NA,NA,No,24,15
Group_4,425668930f62daf7e24db6e26b958d18f750bcbf97d551ec702fb1f617badf38,Worked guest-facing customer service setting in international shopping destination for 10 years,additional_language_experience,NA,Questionnaire,NA,other_non_err_detection,NA,NA,NA,NA,No,25,15
Group_4,425668930f62daf7e24db6e26b958d18f750bcbf97d551ec702fb1f617badf38,Nevada,origin_state,NA,Questionnaire,NA,other_non_err_detection,NA,NA,NA,NA,No,26,15
Group_4,425668930f62daf7e24db6e26b958d18f750bcbf97d551ec702fb1f617badf38,89101,origin_zipcode,NA,Questionnaire,NA,other_non_err_detection,NA,NA,NA,NA,No,27,15
Group_4,425668930f62daf7e24db6e26b958d18f750bcbf97d551ec702fb1f617badf38,Arizona,current_state,NA,Questionnaire,NA,other_non_err_detection,NA,NA,NA,NA,No,28,15
Group_4,425668930f62daf7e24db6e26b958d18f750bcbf97d551ec702fb1f617badf38,85713,current_zipcode,NA,Questionnaire,NA,other_non_err_detection,NA,NA,NA,NA,No,29,15
Group_4,425668930f62daf7e24db6e26b958d18f750bcbf97d551ec702fb1f617badf38,na,same_state_5_year_no,NA,Questionnaire,NA,other_non_err_detection,NA,NA,NA,NA,No,30,15
Group_4,425668930f62daf7e24db6e26b958d18f750bcbf97d551ec702fb1f617badf38,31,age,NA,Questionnaire,NA,other_non_err_detection,NA,NA,NA,NA,No,31,15
