group_id,participant_id,response_value,stimuli_presented,stimulus_files_presented,block,item_base,item_type,condition,nonphon_err_type,phon_err_details,answer,second_attempt_used,trial_num_sequential,participant_num
Group_2,634a84bbe993cac9c606b2cc30583050a8deda9ef7a4ecd5a40bb3b8a142ab64,"5 years of spanish, through high school",additional_language_experience,NA,Questionnaire,NA,other_non_err_detection,NA,NA,NA,NA,No,25,24
Group_2,634a84bbe993cac9c606b2cc30583050a8deda9ef7a4ecd5a40bb3b8a142ab64,COLORADO,origin_state,NA,Questionnaire,NA,other_non_err_detection,NA,NA,NA,NA,No,26,24
Group_2,634a84bbe993cac9c606b2cc30583050a8deda9ef7a4ecd5a40bb3b8a142ab64,80301,origin_zipcode,NA,Questionnaire,NA,other_non_err_detection,NA,NA,NA,NA,No,27,24
Group_2,634a84bbe993cac9c606b2cc30583050a8deda9ef7a4ecd5a40bb3b8a142ab64,colorado,current_state,NA,Questionnaire,NA,other_non_err_detection,NA,NA,NA,NA,No,28,24
Group_2,634a84bbe993cac9c606b2cc30583050a8deda9ef7a4ecd5a40bb3b8a142ab64,80026,current_zipcode,NA,Questionnaire,NA,other_non_err_detection,NA,NA,NA,NA,No,29,24
Group_2,634a84bbe993cac9c606b2cc30583050a8deda9ef7a4ecd5a40bb3b8a142ab64,na,same_state_5_year_no,NA,Questionnaire,NA,other_non_err_detection,NA,NA,NA,NA,No,30,24
Group_2,634a84bbe993cac9c606b2cc30583050a8deda9ef7a4ecd5a40bb3b8a142ab64,34,age,NA,Questionnaire,NA,other_non_err_detection,NA,NA,NA,NA,No,31,24
Group_2,634a84bbe993cac9c606b2cc30583050a8deda9ef7a4ecd5a40bb3b8a142ab64,"ptsd, head trauma, ADD",diseaseDetail,NA,Questionnaire,NA,other_non_err_detection,NA,NA,NA,NA,No,32,24
Group_2,634a84bbe993cac9c606b2cc30583050a8deda9ef7a4ecd5a40bb3b8a142ab64,"I second guessed myself a lot- which felt mildly uncomfortable. Sometimes I would double answer instead of picking option 4, just to feel secure. I would add more opportunities to play the sound back.",suggestions_improvement,NA,Questionnaire,NA,other_non_err_detection,NA,NA,NA,NA,No,33,24
Group_2,634a84bbe993cac9c606b2cc30583050a8deda9ef7a4ecd5a40bb3b8a142ab64,no,technical_issues,NA,Questionnaire,NA,other_non_err_detection,NA,NA,NA,NA,No,34,24
Group_1,65b5514788898b37378519fe068acac6b19d1c3581b577cbb92466349d443d5f,3,instruction_clarity,NA,Questionnaire,NA,other_non_err_detection,NA,NA,NA,NA,No,1,25
Group_1,65b5514788898b37378519fe068acac6b19d1c3581b577cbb92466349d443d5f,4,error_detection_difficulty,NA,Questionnaire,NA,other_non_err_detection,NA,NA,NA,NA,No,2,25
Group_1,65b5514788898b37378519fe068acac6b19d1c3581b577cbb92466349d443d5f,5,trivia_accent_strength,NA,Questionnaire,NA,other_non_err_detection,NA,NA,NA,NA,No,3,25
Group_1,65b5514788898b37378519fe068acac6b19d1c3581b577cbb92466349d443d5f,5,transcription_accent_strength,NA,Questionnaire,NA,other_non_err_detection,NA,NA,NA,NA,No,4,25
Group_1,65b5514788898b37378519fe068acac6b19d1c3581b577cbb92466349d443d5f,Yes,speaker_identity_check,NA,Questionnaire,NA,other_non_err_detection,NA,NA,NA,NA,No,5,25
Group_1,65b5514788898b37378519fe068acac6b19d1c3581b577cbb92466349d443d5f,['English'],native_language,NA,Questionnaire,NA,other_non_err_detection,NA,NA,NA,NA,No,6,25
Group_1,65b5514788898b37378519fe068acac6b19d1c3581b577cbb92466349d443d5f,No,household_accent,NA,Questionnaire,NA,other_non_err_detection,NA,NA,NA,NA,No,7,25
Group_1,65b5514788898b37378519fe068acac6b19d1c3581b577cbb92466349d443d5f,No,current_accent,NA,Questionnaire,NA,other_non_err_detection,NA,NA,NA,NA,No,8,25
Group_1,65b5514788898b37378519fe068acac6b19d1c3581b577cbb92466349d443d5f,3,exposure_spanish_accent,NA,Questionnaire,NA,other_non_err_detection,NA,NA,NA,NA,No,9,25
Group_1,65b5514788898b37378519fe068acac6b19d1c3581b577cbb92466349d443d5f,3,exposure_spanish,NA,Questionnaire,NA,other_non_err_detection,NA,NA,NA,NA,No,10,25
Group_1,65b5514788898b37378519fe068acac6b19d1c3581b577cbb92466349d443d5f,Yes,same_state_5_year,NA,Questionnaire,NA,other_non_err_detection,NA,NA,NA,NA,No,11,25
Group_1,65b5514788898b37378519fe068acac6b19d1c3581b577cbb92466349d443d5f,This doesn't apply to me becuase I answered 'No' previously,same_state_5_year_yes,NA,Questionnaire,NA,other_non_err_detection,NA,NA,NA,NA,No,12,25
Group_1,65b5514788898b37378519fe068acac6b19d1c3581b577cbb92466349d443d5f,NA,questionnaire_part3_begin,NA,Questionnaire,NA,other_non_err_detection,NA,NA,NA,NA,No,13,25
Group_1,65b5514788898b37378519fe068acac6b19d1c3581b577cbb92466349d443d5f,Female,gender,NA,Questionnaire,NA,other_non_err_detection,NA,NA,NA,NA,No,14,25
Group_1,65b5514788898b37378519fe068acac6b19d1c3581b577cbb92466349d443d5f,['Black or African American'],race/ethnicity,NA,Questionnaire,NA,other_non_err_detection,NA,NA,NA,NA,No,15,25
Group_1,65b5514788898b37378519fe068acac6b19d1c3581b577cbb92466349d443d5f,2- or 4-year college degree,highest_level_edu,NA,Questionnaire,NA,other_non_err_detection,NA,NA,NA,NA,No,16,25
Group_1,65b5514788898b37378519fe068acac6b19d1c3581b577cbb92466349d443d5f,No,learnDis,NA,Questionnaire,NA,other_non_err_detection,NA,NA,NA,NA,No,17,25
Group_1,65b5514788898b37378519fe068acac6b19d1c3581b577cbb92466349d443d5f,No,attention,NA,Questionnaire,NA,other_non_err_detection,NA,NA,NA,NA,No,18,25
Group_1,65b5514788898b37378519fe068acac6b19d1c3581b577cbb92466349d443d5f,No,headInjury,NA,Questionnaire,NA,other_non_err_detection,NA,NA,NA,NA,No,19,25
Group_1,65b5514788898b37378519fe068acac6b19d1c3581b577cbb92466349d443d5f,No,neuroImpair,NA,Questionnaire,NA,other_non_err_detection,NA,NA,NA,NA,No,20,25
Group_1,65b5514788898b37378519fe068acac6b19d1c3581b577cbb92466349d443d5f,Unsure,trivia_accent_identification,NA,Questionnaire,NA,other_non_err_detection,NA,NA,NA,NA,No,21,25
Group_1,65b5514788898b37378519fe068acac6b19d1c3581b577cbb92466349d443d5f,Unsure,transcription_accent_identification,NA,Questionnaire,NA,other_non_err_detection,NA,NA,NA,NA,No,22,25
Group_1,65b5514788898b37378519fe068acac6b19d1c3581b577cbb92466349d443d5f,No,task_experience,NA,Questionnaire,NA,other_non_err_detection,NA,NA,NA,NA,No,23,25
Group_1,65b5514788898b37378519fe068acac6b19d1c3581b577cbb92466349d443d5f,"My mom, American
Best friend, American
Coworkers, American, Spanish",most_frequent_accent,NA,Questionnaire,NA,other_non_err_detection,NA,NA,NA,NA,No,24,25
Group_1,65b5514788898b37378519fe068acac6b19d1c3581b577cbb92466349d443d5f,None,additional_language_experience,NA,Questionnaire,NA,other_non_err_detection,NA,NA,NA,NA,No,25,25
Group_1,65b5514788898b37378519fe068acac6b19d1c3581b577cbb92466349d443d5f,PA,origin_state,NA,Questionnaire,NA,other_non_err_detection,NA,NA,NA,NA,No,26,25
Group_1,65b5514788898b37378519fe068acac6b19d1c3581b577cbb92466349d443d5f,19132,origin_zipcode,NA,Questionnaire,NA,other_non_err_detection,NA,NA,NA,NA,No,27,25
Group_1,65b5514788898b37378519fe068acac6b19d1c3581b577cbb92466349d443d5f,PA,current_state,NA,Questionnaire,NA,other_non_err_detection,NA,NA,NA,NA,No,28,25
Group_1,65b5514788898b37378519fe068acac6b19d1c3581b577cbb92466349d443d5f,19132,current_zipcode,NA,Questionnaire,NA,other_non_err_detection,NA,NA,NA,NA,No,29,25
Group_1,65b5514788898b37378519fe068acac6b19d1c3581b577cbb92466349d443d5f,NA,same_state_5_year_no,NA,Questionnaire,NA,other_non_err_detection,NA,NA,NA,NA,No,30,25
Group_1,65b5514788898b37378519fe068acac6b19d1c3581b577cbb92466349d443d5f,22,age,NA,Questionnaire,NA,other_non_err_detection,NA,NA,NA,NA,No,31,25
Group_1,65b5514788898b37378519fe068acac6b19d1c3581b577cbb92466349d443d5f,NA,diseaseDetail,NA,Questionnaire,NA,other_non_err_detection,NA,NA,NA,NA,No,32,25
Group_1,65b5514788898b37378519fe068acac6b19d1c3581b577cbb92466349d443d5f,NA,suggestions_improvement,NA,Questionnaire,NA,other_non_err_detection,NA,NA,NA,NA,No,33,25
Group_1,65b5514788898b37378519fe068acac6b19d1c3581b577cbb92466349d443d5f,Audio cut out,technical_issues,NA,Questionnaire,NA,other_non_err_detection,NA,NA,NA,NA,No,34,25
Group_2,67c54f5d628d139b4232865f3f1d3b1c5a804b32a90c9be6a1ad30aaf0a18ec9,5,instruction_clarity,NA,Questionnaire,NA,other_non_err_detection,NA,NA,NA,NA,No,1,26
Group_2,67c54f5d628d139b4232865f3f1d3b1c5a804b32a90c9be6a1ad30aaf0a18ec9,5,error_detection_difficulty,NA,Questionnaire,NA,other_non_err_detection,NA,NA,NA,NA,No,2,26
Group_2,67c54f5d628d139b4232865f3f1d3b1c5a804b32a90c9be6a1ad30aaf0a18ec9,4,trivia_accent_strength,NA,Questionnaire,NA,other_non_err_detection,NA,NA,NA,NA,No,3,26
Group_2,67c54f5d628d139b4232865f3f1d3b1c5a804b32a90c9be6a1ad30aaf0a18ec9,5,transcription_accent_strength,NA,Questionnaire,NA,other_non_err_detection,NA,NA,NA,NA,No,4,26
Group_2,67c54f5d628d139b4232865f3f1d3b1c5a804b32a90c9be6a1ad30aaf0a18ec9,Yes,speaker_identity_check,NA,Questionnaire,NA,other_non_err_detection,NA,NA,NA,NA,No,5,26
Group_2,67c54f5d628d139b4232865f3f1d3b1c5a804b32a90c9be6a1ad30aaf0a18ec9,['English'],native_language,NA,Questionnaire,NA,other_non_err_detection,NA,NA,NA,NA,No,6,26
Group_2,67c54f5d628d139b4232865f3f1d3b1c5a804b32a90c9be6a1ad30aaf0a18ec9,No,household_accent,NA,Questionnaire,NA,other_non_err_detection,NA,NA,NA,NA,No,7,26
Group_2,67c54f5d628d139b4232865f3f1d3b1c5a804b32a90c9be6a1ad30aaf0a18ec9,No,current_accent,NA,Questionnaire,NA,other_non_err_detection,NA,NA,NA,NA,No,8,26
Group_2,67c54f5d628d139b4232865f3f1d3b1c5a804b32a90c9be6a1ad30aaf0a18ec9,1,exposure_spanish_accent,NA,Questionnaire,NA,other_non_err_detection,NA,NA,NA,NA,No,9,26
Group_2,67c54f5d628d139b4232865f3f1d3b1c5a804b32a90c9be6a1ad30aaf0a18ec9,1,exposure_spanish,NA,Questionnaire,NA,other_non_err_detection,NA,NA,NA,NA,No,10,26
Group_2,67c54f5d628d139b4232865f3f1d3b1c5a804b32a90c9be6a1ad30aaf0a18ec9,Yes,same_state_5_year,NA,Questionnaire,NA,other_non_err_detection,NA,NA,NA,NA,No,11,26
Group_2,67c54f5d628d139b4232865f3f1d3b1c5a804b32a90c9be6a1ad30aaf0a18ec9,This doesn't apply to me becuase I answered 'No' previously,same_state_5_year_yes,NA,Questionnaire,NA,other_non_err_detection,NA,NA,NA,NA,No,12,26
Group_2,67c54f5d628d139b4232865f3f1d3b1c5a804b32a90c9be6a1ad30aaf0a18ec9,NA,questionnaire_part3_begin,NA,Questionnaire,NA,other_non_err_detection,NA,NA,NA,NA,No,13,26
Group_2,67c54f5d628d139b4232865f3f1d3b1c5a804b32a90c9be6a1ad30aaf0a18ec9,Female,gender,NA,Questionnaire,NA,other_non_err_detection,NA,NA,NA,NA,No,14,26
Group_2,67c54f5d628d139b4232865f3f1d3b1c5a804b32a90c9be6a1ad30aaf0a18ec9,['White'],race/ethnicity,NA,Questionnaire,NA,other_non_err_detection,NA,NA,NA,NA,No,15,26
Group_2,67c54f5d628d139b4232865f3f1d3b1c5a804b32a90c9be6a1ad30aaf0a18ec9,High school,highest_level_edu,NA,Questionnaire,NA,other_non_err_detection,NA,NA,NA,NA,No,16,26
Group_2,67c54f5d628d139b4232865f3f1d3b1c5a804b32a90c9be6a1ad30aaf0a18ec9,No,learnDis,NA,Questionnaire,NA,other_non_err_detection,NA,NA,NA,NA,No,17,26
Group_2,67c54f5d628d139b4232865f3f1d3b1c5a804b32a90c9be6a1ad30aaf0a18ec9,No,attention,NA,Questionnaire,NA,other_non_err_detection,NA,NA,NA,NA,No,18,26
Group_2,67c54f5d628d139b4232865f3f1d3b1c5a804b32a90c9be6a1ad30aaf0a18ec9,No,headInjury,NA,Questionnaire,NA,other_non_err_detection,NA,NA,NA,NA,No,19,26
Group_2,67c54f5d628d139b4232865f3f1d3b1c5a804b32a90c9be6a1ad30aaf0a18ec9,No,neuroImpair,NA,Questionnaire,NA,other_non_err_detection,NA,NA,NA,NA,No,20,26
Group_2,67c54f5d628d139b4232865f3f1d3b1c5a804b32a90c9be6a1ad30aaf0a18ec9,Indian,trivia_accent_identification,NA,Questionnaire,NA,other_non_err_detection,NA,NA,NA,NA,No,21,26
Group_2,67c54f5d628d139b4232865f3f1d3b1c5a804b32a90c9be6a1ad30aaf0a18ec9,Indian,transcription_accent_identification,NA,Questionnaire,NA,other_non_err_detection,NA,NA,NA,NA,No,22,26
Group_2,67c54f5d628d139b4232865f3f1d3b1c5a804b32a90c9be6a1ad30aaf0a18ec9,"Yes, I wish I could have listened to it multiple times because its really hard to answer correctly by only hearing things once or even twice, especially with thick accents.",task_experience,NA,Questionnaire,NA,other_non_err_detection,NA,NA,NA,NA,No,23,26
Group_2,67c54f5d628d139b4232865f3f1d3b1c5a804b32a90c9be6a1ad30aaf0a18ec9,"My partner, Southern American; my best friend, Hawaiian; my aunt; southern American",most_frequent_accent,NA,Questionnaire,NA,other_non_err_detection,NA,NA,NA,NA,No,24,26
Group_2,67c54f5d628d139b4232865f3f1d3b1c5a804b32a90c9be6a1ad30aaf0a18ec9,I dont have any experience with Spanish language outside of tv.,additional_language_experience,NA,Questionnaire,NA,other_non_err_detection,NA,NA,NA,NA,No,25,26
Group_2,67c54f5d628d139b4232865f3f1d3b1c5a804b32a90c9be6a1ad30aaf0a18ec9,Alabama,origin_state,NA,Questionnaire,NA,other_non_err_detection,NA,NA,NA,NA,No,26,26
Group_2,67c54f5d628d139b4232865f3f1d3b1c5a804b32a90c9be6a1ad30aaf0a18ec9,36456,origin_zipcode,NA,Questionnaire,NA,other_non_err_detection,NA,NA,NA,NA,No,27,26
Group_2,67c54f5d628d139b4232865f3f1d3b1c5a804b32a90c9be6a1ad30aaf0a18ec9,Alabama,current_state,NA,Questionnaire,NA,other_non_err_detection,NA,NA,NA,NA,No,28,26
Group_2,67c54f5d628d139b4232865f3f1d3b1c5a804b32a90c9be6a1ad30aaf0a18ec9,36541,current_zipcode,NA,Questionnaire,NA,other_non_err_detection,NA,NA,NA,NA,No,29,26
Group_2,67c54f5d628d139b4232865f3f1d3b1c5a804b32a90c9be6a1ad30aaf0a18ec9,NA,same_state_5_year_no,NA,Questionnaire,NA,other_non_err_detection,NA,NA,NA,NA,No,30,26
Group_2,67c54f5d628d139b4232865f3f1d3b1c5a804b32a90c9be6a1ad30aaf0a18ec9,38,age,NA,Questionnaire,NA,other_non_err_detection,NA,NA,NA,NA,No,31,26
Group_2,67c54f5d628d139b4232865f3f1d3b1c5a804b32a90c9be6a1ad30aaf0a18ec9,NA,diseaseDetail,NA,Questionnaire,NA,other_non_err_detection,NA,NA,NA,NA,No,32,26
Group_2,67c54f5d628d139b4232865f3f1d3b1c5a804b32a90c9be6a1ad30aaf0a18ec9,Allow people to listen more than once.,suggestions_improvement,NA,Questionnaire,NA,other_non_err_detection,NA,NA,NA,NA,No,33,26
Group_2,67c54f5d628d139b4232865f3f1d3b1c5a804b32a90c9be6a1ad30aaf0a18ec9,I didnt encounter any technical issues.,technical_issues,NA,Questionnaire,NA,other_non_err_detection,NA,NA,NA,NA,No,34,26
Group_1,68dcc36aebb4e6bb755d91e3438e5c8fe347768da454fd75d3a922367da58a7d,4,instruction_clarity,NA,Questionnaire,NA,other_non_err_detection,NA,NA,NA,NA,No,1,27
Group_1,68dcc36aebb4e6bb755d91e3438e5c8fe347768da454fd75d3a922367da58a7d,2,error_detection_difficulty,NA,Questionnaire,NA,other_non_err_detection,NA,NA,NA,NA,No,2,27
Group_1,68dcc36aebb4e6bb755d91e3438e5c8fe347768da454fd75d3a922367da58a7d,3,trivia_accent_strength,NA,Questionnaire,NA,other_non_err_detection,NA,NA,NA,NA,No,3,27
Group_1,68dcc36aebb4e6bb755d91e3438e5c8fe347768da454fd75d3a922367da58a7d,4,transcription_accent_strength,NA,Questionnaire,NA,other_non_err_detection,NA,NA,NA,NA,No,4,27
Group_1,68dcc36aebb4e6bb755d91e3438e5c8fe347768da454fd75d3a922367da58a7d,No,speaker_identity_check,NA,Questionnaire,NA,other_non_err_detection,NA,NA,NA,NA,No,5,27
Group_1,68dcc36aebb4e6bb755d91e3438e5c8fe347768da454fd75d3a922367da58a7d,['English'],native_language,NA,Questionnaire,NA,other_non_err_detection,NA,NA,NA,NA,No,6,27
Group_1,68dcc36aebb4e6bb755d91e3438e5c8fe347768da454fd75d3a922367da58a7d,No,household_accent,NA,Questionnaire,NA,other_non_err_detection,NA,NA,NA,NA,No,7,27
Group_1,68dcc36aebb4e6bb755d91e3438e5c8fe347768da454fd75d3a922367da58a7d,No,current_accent,NA,Questionnaire,NA,other_non_err_detection,NA,NA,NA,NA,No,8,27
Group_1,68dcc36aebb4e6bb755d91e3438e5c8fe347768da454fd75d3a922367da58a7d,2,exposure_spanish_accent,NA,Questionnaire,NA,other_non_err_detection,NA,NA,NA,NA,No,9,27
Group_1,68dcc36aebb4e6bb755d91e3438e5c8fe347768da454fd75d3a922367da58a7d,2,exposure_spanish,NA,Questionnaire,NA,other_non_err_detection,NA,NA,NA,NA,No,10,27
Group_1,68dcc36aebb4e6bb755d91e3438e5c8fe347768da454fd75d3a922367da58a7d,Yes,same_state_5_year,NA,Questionnaire,NA,other_non_err_detection,NA,NA,NA,NA,No,11,27
Group_1,68dcc36aebb4e6bb755d91e3438e5c8fe347768da454fd75d3a922367da58a7d,Yes,same_state_5_year_yes,NA,Questionnaire,NA,other_non_err_detection,NA,NA,NA,NA,No,12,27
Group_1,68dcc36aebb4e6bb755d91e3438e5c8fe347768da454fd75d3a922367da58a7d,NA,questionnaire_part3_begin,NA,Questionnaire,NA,other_non_err_detection,NA,NA,NA,NA,No,13,27
Group_1,68dcc36aebb4e6bb755d91e3438e5c8fe347768da454fd75d3a922367da58a7d,Female,gender,NA,Questionnaire,NA,other_non_err_detection,NA,NA,NA,NA,No,14,27
Group_1,68dcc36aebb4e6bb755d91e3438e5c8fe347768da454fd75d3a922367da58a7d,"['Asian', 'White']",race/ethnicity,NA,Questionnaire,NA,other_non_err_detection,NA,NA,NA,NA,No,15,27
Group_1,68dcc36aebb4e6bb755d91e3438e5c8fe347768da454fd75d3a922367da58a7d,Master’s degree,highest_level_edu,NA,Questionnaire,NA,other_non_err_detection,NA,NA,NA,NA,No,16,27
Group_1,68dcc36aebb4e6bb755d91e3438e5c8fe347768da454fd75d3a922367da58a7d,No,learnDis,NA,Questionnaire,NA,other_non_err_detection,NA,NA,NA,NA,No,17,27
Group_1,68dcc36aebb4e6bb755d91e3438e5c8fe347768da454fd75d3a922367da58a7d,Yes,attention,NA,Questionnaire,NA,other_non_err_detection,NA,NA,NA,NA,No,18,27
Group_1,68dcc36aebb4e6bb755d91e3438e5c8fe347768da454fd75d3a922367da58a7d,No,headInjury,NA,Questionnaire,NA,other_non_err_detection,NA,NA,NA,NA,No,19,27
Group_1,68dcc36aebb4e6bb755d91e3438e5c8fe347768da454fd75d3a922367da58a7d,No,neuroImpair,NA,Questionnaire,NA,other_non_err_detection,NA,NA,NA,NA,No,20,27
Group_1,68dcc36aebb4e6bb755d91e3438e5c8fe347768da454fd75d3a922367da58a7d,slavic/russian,trivia_accent_identification,NA,Questionnaire,NA,other_non_err_detection,NA,NA,NA,NA,No,21,27
Group_1,68dcc36aebb4e6bb755d91e3438e5c8fe347768da454fd75d3a922367da58a7d,filipino,transcription_accent_identification,NA,Questionnaire,NA,other_non_err_detection,NA,NA,NA,NA,No,22,27
Group_1,68dcc36aebb4e6bb755d91e3438e5c8fe347768da454fd75d3a922367da58a7d,no,task_experience,NA,Questionnaire,NA,other_non_err_detection,NA,NA,NA,NA,No,23,27
Group_1,68dcc36aebb4e6bb755d91e3438e5c8fe347768da454fd75d3a922367da58a7d,"my mom, american, my friend, american, my coworker american",most_frequent_accent,NA,Questionnaire,NA,other_non_err_detection,NA,NA,NA,NA,No,24,27
Group_1,68dcc36aebb4e6bb755d91e3438e5c8fe347768da454fd75d3a922367da58a7d,i took spanish for 3 years in high school. my mom grew up in the phillippines and doesn't have an accent but her grammar can sometimes be incorrect. my grandma has a heavy filipino accent and i often spent summers with her,additional_language_experience,NA,Questionnaire,NA,other_non_err_detection,NA,NA,NA,NA,No,25,27
Group_1,68dcc36aebb4e6bb755d91e3438e5c8fe347768da454fd75d3a922367da58a7d,new york,origin_state,NA,Questionnaire,NA,other_non_err_detection,NA,NA,NA,NA,No,26,27
Group_1,68dcc36aebb4e6bb755d91e3438e5c8fe347768da454fd75d3a922367da58a7d,"ithaca, NY",origin_zipcode,NA,Questionnaire,NA,other_non_err_detection,NA,NA,NA,NA,No,27,27
Group_1,68dcc36aebb4e6bb755d91e3438e5c8fe347768da454fd75d3a922367da58a7d,DC,current_state,NA,Questionnaire,NA,other_non_err_detection,NA,NA,NA,NA,No,28,27
Group_1,68dcc36aebb4e6bb755d91e3438e5c8fe347768da454fd75d3a922367da58a7d,20003,current_zipcode,NA,Questionnaire,NA,other_non_err_detection,NA,NA,NA,NA,No,29,27
Group_1,68dcc36aebb4e6bb755d91e3438e5c8fe347768da454fd75d3a922367da58a7d,NA,same_state_5_year_no,NA,Questionnaire,NA,other_non_err_detection,NA,NA,NA,NA,No,30,27
Group_1,68dcc36aebb4e6bb755d91e3438e5c8fe347768da454fd75d3a922367da58a7d,31,age,NA,Questionnaire,NA,other_non_err_detection,NA,NA,NA,NA,No,31,27
Group_1,68dcc36aebb4e6bb755d91e3438e5c8fe347768da454fd75d3a922367da58a7d,I have ADHD Inattentive Type,diseaseDetail,NA,Questionnaire,NA,other_non_err_detection,NA,NA,NA,NA,No,32,27
Group_1,68dcc36aebb4e6bb755d91e3438e5c8fe347768da454fd75d3a922367da58a7d,i wish there was a text box we could type in as the audio was playing as sometimes it is hard to remember the full sentence by the time the screen loads,suggestions_improvement,NA,Questionnaire,NA,other_non_err_detection,NA,NA,NA,NA,No,33,27
Group_1,68dcc36aebb4e6bb755d91e3438e5c8fe347768da454fd75d3a922367da58a7d,no,technical_issues,NA,Questionnaire,NA,other_non_err_detection,NA,NA,NA,NA,No,34,27
Group_2,74eb76a656aaea33943df6222ffa6fbf8aef444d4bd9063668a51f2c55ff2d43,5,instruction_clarity,NA,Questionnaire,NA,other_non_err_detection,NA,NA,NA,NA,No,1,28
Group_2,74eb76a656aaea33943df6222ffa6fbf8aef444d4bd9063668a51f2c55ff2d43,2,error_detection_difficulty,NA,Questionnaire,NA,other_non_err_detection,NA,NA,NA,NA,No,2,28
Group_2,74eb76a656aaea33943df6222ffa6fbf8aef444d4bd9063668a51f2c55ff2d43,3,trivia_accent_strength,NA,Questionnaire,NA,other_non_err_detection,NA,NA,NA,NA,No,3,28
Group_2,74eb76a656aaea33943df6222ffa6fbf8aef444d4bd9063668a51f2c55ff2d43,4,transcription_accent_strength,NA,Questionnaire,NA,other_non_err_detection,NA,NA,NA,NA,No,4,28
Group_2,74eb76a656aaea33943df6222ffa6fbf8aef444d4bd9063668a51f2c55ff2d43,Yes,speaker_identity_check,NA,Questionnaire,NA,other_non_err_detection,NA,NA,NA,NA,No,5,28
Group_2,74eb76a656aaea33943df6222ffa6fbf8aef444d4bd9063668a51f2c55ff2d43,['English'],native_language,NA,Questionnaire,NA,other_non_err_detection,NA,NA,NA,NA,No,6,28
Group_2,74eb76a656aaea33943df6222ffa6fbf8aef444d4bd9063668a51f2c55ff2d43,No,household_accent,NA,Questionnaire,NA,other_non_err_detection,NA,NA,NA,NA,No,7,28
Group_2,74eb76a656aaea33943df6222ffa6fbf8aef444d4bd9063668a51f2c55ff2d43,No,current_accent,NA,Questionnaire,NA,other_non_err_detection,NA,NA,NA,NA,No,8,28
Group_2,74eb76a656aaea33943df6222ffa6fbf8aef444d4bd9063668a51f2c55ff2d43,1,exposure_spanish_accent,NA,Questionnaire,NA,other_non_err_detection,NA,NA,NA,NA,No,9,28
Group_2,74eb76a656aaea33943df6222ffa6fbf8aef444d4bd9063668a51f2c55ff2d43,1,exposure_spanish,NA,Questionnaire,NA,other_non_err_detection,NA,NA,NA,NA,No,10,28
Group_2,74eb76a656aaea33943df6222ffa6fbf8aef444d4bd9063668a51f2c55ff2d43,Yes,same_state_5_year,NA,Questionnaire,NA,other_non_err_detection,NA,NA,NA,NA,No,11,28
Group_2,74eb76a656aaea33943df6222ffa6fbf8aef444d4bd9063668a51f2c55ff2d43,This doesn't apply to me becuase I answered 'No' previously,same_state_5_year_yes,NA,Questionnaire,NA,other_non_err_detection,NA,NA,NA,NA,No,12,28
Group_2,74eb76a656aaea33943df6222ffa6fbf8aef444d4bd9063668a51f2c55ff2d43,NA,questionnaire_part3_begin,NA,Questionnaire,NA,other_non_err_detection,NA,NA,NA,NA,No,13,28
Group_2,74eb76a656aaea33943df6222ffa6fbf8aef444d4bd9063668a51f2c55ff2d43,Female,gender,NA,Questionnaire,NA,other_non_err_detection,NA,NA,NA,NA,No,14,28
Group_2,74eb76a656aaea33943df6222ffa6fbf8aef444d4bd9063668a51f2c55ff2d43,['White'],race/ethnicity,NA,Questionnaire,NA,other_non_err_detection,NA,NA,NA,NA,No,15,28
Group_2,74eb76a656aaea33943df6222ffa6fbf8aef444d4bd9063668a51f2c55ff2d43,Some college,highest_level_edu,NA,Questionnaire,NA,other_non_err_detection,NA,NA,NA,NA,No,16,28
Group_2,74eb76a656aaea33943df6222ffa6fbf8aef444d4bd9063668a51f2c55ff2d43,No,learnDis,NA,Questionnaire,NA,other_non_err_detection,NA,NA,NA,NA,No,17,28
Group_2,74eb76a656aaea33943df6222ffa6fbf8aef444d4bd9063668a51f2c55ff2d43,No,attention,NA,Questionnaire,NA,other_non_err_detection,NA,NA,NA,NA,No,18,28
Group_2,74eb76a656aaea33943df6222ffa6fbf8aef444d4bd9063668a51f2c55ff2d43,Yes,headInjury,NA,Questionnaire,NA,other_non_err_detection,NA,NA,NA,NA,No,19,28
Group_2,74eb76a656aaea33943df6222ffa6fbf8aef444d4bd9063668a51f2c55ff2d43,No,neuroImpair,NA,Questionnaire,NA,other_non_err_detection,NA,NA,NA,NA,No,20,28
Group_2,74eb76a656aaea33943df6222ffa6fbf8aef444d4bd9063668a51f2c55ff2d43,German,trivia_accent_identification,NA,Questionnaire,NA,other_non_err_detection,NA,NA,NA,NA,No,21,28
Group_2,74eb76a656aaea33943df6222ffa6fbf8aef444d4bd9063668a51f2c55ff2d43,German,transcription_accent_identification,NA,Questionnaire,NA,other_non_err_detection,NA,NA,NA,NA,No,22,28
Group_2,74eb76a656aaea33943df6222ffa6fbf8aef444d4bd9063668a51f2c55ff2d43,I don't think anything was particularly confusing.,task_experience,NA,Questionnaire,NA,other_non_err_detection,NA,NA,NA,NA,No,23,28
Group_2,74eb76a656aaea33943df6222ffa6fbf8aef444d4bd9063668a51f2c55ff2d43,"my mom, New Jersey; 
my sister, Southern; 
my best friend, Midwestern; 
my friend, North Eastern;
my cousin, New Jersey",most_frequent_accent,NA,Questionnaire,NA,other_non_err_detection,NA,NA,NA,NA,No,24,28
